display_name,username,verified,profile_image_url,tweet_text,datetime,tweet_url,image_urls,replies,retweets,likes,views,profile,climate_relevance_label,english_translation
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"O dia de ontem foi dedicado ao diálogo com os diferentes estratos da sociedade na cidade do Dundo. Após encontros com autoridades religiosas e tradicionais, realizamos um longo e produtivo debate com a sociedade civil, onde ouvimos as suas maiores preocupações e, juntos, traçamos estratégias para alcançar os próximos objetivos. A mudança constrói-se com participação e compromisso!",2025-03-04T14:31:22.000Z,https://x.com/AdalbertoCostaJ/status/1896931479713624318,"https://pbs.twimg.com/media/GlNBHWvagAAKBbU?format=jpg&name=small, https://pbs.twimg.com/media/GlNBHXNWEAEZ07r?format=jpg&name=small",0,5,30,638,https://twitter.com/AdalbertoCostaJ,unlikely,"Yesterday was dedicated to dialogue with different strata of society in the city of Dundo. After meetings with religious and traditional authorities, we held a long and productive debate with civil society, where we listened to their greatest concerns and, together, outlined strategies to achieve the next objectives. Change is built with participation and commitment!"
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"RT  @UNITA_OFICIAL : Hoje 4 de março, Adalberto Costa Júnior trabalha na sede do município  de Lucapa, província da Lunda Norte, onde, a seme…",2025-03-04T14:34:40.000Z,https://x.com/AdalbertoCostaJ/status/1896932309301149781,,0,1,0,4,https://twitter.com/AdalbertoCostaJ,unlikely,"RT @UNITA_OFICIAL: Today, March 4, Adalberto Costa Júnior works at the municipal headquarters of Lucapa, Lunda Norte province, where, to sow..."
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"O Grupo Parlamentar da UNITA chamou auxiliares do Presidente da República para prestarem esclarecimentos na Assembleia Nacional. Até hoje, silêncio total! O que têm a esconder? A prestação de contas não é um favor, é um dever!",2025-03-04T16:47:36.000Z,https://x.com/AdalbertoCostaJ/status/1896965764558823445,https://pbs.twimg.com/media/GkkMsksWkAA9GJq?format=jpg&name=900x900,3,4,35,1360,https://twitter.com/AdalbertoCostaJ,unlikely,"The UNITA Parliamentary Group called aides to the President of the Republic to provide clarifications in the National Assembly. Until today, total silence! What do they have to hide? Accountability is not a favor, it's a duty!"
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"LUNDA-SUL || Chegamos ontem à Saurimo, dando continuidade ao nosso périplo pela região leste do nosso país. Fomos recebidos com entusiasmo por uma juventude determinada a construir um futuro melhor. Agora, é hora de dialogar e debater os desafios mais urgentes da população.",2025-03-05T21:46:49.000Z,https://x.com/AdalbertoCostaJ/status/1897403451593932929,https://pbs.twimg.com/amplify_video_thumb/1897403068972515328/img/wB9T1N-tq4p8kbLb.jpg,1,3,23,928,https://twitter.com/AdalbertoCostaJ,unlikely,"LUNDA-SUL || We arrived yesterday in Saurimo, continuing our journey through the eastern region of our country. We were enthusiastically welcomed by a youth determined to build a better future. Now, it's time to dialogue and debate the most urgent challenges facing the population."
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"Durante nosso périplo pelo leste de Angola, na Lunda-Sul, visitamos Dom José Manuel Imbamba, arcebispo de Saurimo, e o Governador Provincial, dialogando sobre os desafios do país. Por fim visitamos a família Thumba Kalunga, do Reino Lunda que simboliza o nosso compromisso em honrar as raízes que definem a identidade e o futuro do nosso povo.",2025-03-05T22:04:14.000Z,https://x.com/AdalbertoCostaJ/status/1897407832888369411,"https://pbs.twimg.com/media/GlTyWrJa4AIR3jl?format=jpg&name=900x900, https://pbs.twimg.com/media/GlTyWrqXgAAukyY?format=jpg&name=small, https://pbs.twimg.com/media/GlTyWrKa4AExVlP?format=jpg&name=small",0,2,34,813,https://twitter.com/AdalbertoCostaJ,unlikely,"During our journey through eastern Angola, in Lunda-Sul, we visited Dom José Manuel Imbamba, archbishop of Saurimo, and the Provincial Governor, discussing the country's challenges. Finally, we visited the Thumba Kalunga family, from the Lunda Kingdom, which symbolizes our commitment to honoring the roots that define the identity and future of our people."
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"Mulheres de Angola, neste Março Mulher nós afirmamos que:
- Retardar as reformas é agir contra as mulheres;
- Recusar as autarquias é reduzir as oportunidades para as Mulheres; é agir contra as mulheres;
-Negar a Independência do Poder Judicial é atentar contra as Mulheres;
- Aprovar leis que potenciam o estado repressivo é atentar contra as Mulheres, porque gera limitações às liberdades gera luto, gera sofrimento, desagrega os lares e as mulheres são sempre as mais sacrificadas e sobre quem recaem as consequências, sem que sejam escutadas ou auscultadas.",2025-03-08T09:50:24.000Z,https://x.com/AdalbertoCostaJ/status/1898310323796320426,https://pbs.twimg.com/media/GlgnKmzbUAEMwPF?format=jpg&name=small,1,5,41,906,https://twitter.com/AdalbertoCostaJ,unlikely,"Women of Angola, this Women's March we affirm that: - Delaying reforms is acting against women; - Refusing local governments is reducing opportunities for women; it is acting against women; - Denying the Independence of the Judiciary is an attack on women; - Approving laws that enhance the repressive state is an attack on women, because it creates limitations on freedoms, generates mourning, generates suffering, disaggregates homes and women are always the most sacrificed and on whom the consequences fall, without being heard or consulted."
UNITA,UNITA_OFICIAL,True,https://pbs.twimg.com/profile_images/1517636322185420802/RT5lgZzB_bigger.jpg,"Hoje celebramos a força, a resiliência e a determinação das mulheres que transformam o mundo todos os dias. Que a luta por igualdade e justiça continue a inspirar gerações!",2025-03-08T09:51:04.000Z,https://x.com/UNITA_OFICIAL/status/1898310490050224326,https://pbs.twimg.com/media/GlgnUTjasAA0rn4?format=jpg&name=small,0,4,70,1278,https://twitter.com/UNITA_OFICIAL,unlikely,"Today we celebrate the strength, resilience, and determination of women who transform the world every day. May the fight for equality and justice continue to inspire generations!"
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"A partir do interior de Angola, na Cidade do Luena, província do Moxico - Mulheres, recebam os meus votos de feliz 8 de Março.",2025-03-08T14:31:39.000Z,https://x.com/AdalbertoCostaJ/status/1898381101095150078,,2,3,31,1468,https://twitter.com/AdalbertoCostaJ,unlikely,"From the interior of Angola, in the City of Luena, Moxico province - Women, receive my wishes for a happy March 8th."
Andrés Pastrana A,AndresPastrana_,True,https://pbs.twimg.com/profile_images/791410402664058880/jabMknDN_bigger.jpg,"A esta hora me encuentro retenido en el aeropuerto de Luanda, por el gobierno de Angola, el cual bloquea la entrada de un grupo de políticos africanos invitados por la Fundación Brenthurst @BrenthurstF y la Internacional Demócrata de Centro (IDC-CDI), organización global que presido.",2025-03-13T17:52:10.000Z,https://x.com/AndresPastrana_/status/1900243502040048043,,1726,1509,2147,331285,https://twitter.com/AndresPastrana_,unlikely,"At this hour, I am being held at Luanda airport by the government of Angola, which is blocking the entry of a group of African politicians invited by the Brenthurst Foundation @BrenthurstF and the Centrist Democrat International (IDC-CDI), a global organization that I preside over."
Edwin Sifuna,edwinsifuna,True,https://pbs.twimg.com/profile_images/1562020504684445697/PbWjxZHX_bigger.jpg,"Safely back in Addis after being kicked out of Angola. I thank the Kenyan Mission in Luanda led by Amb. Joyce Mmaitsi. You guys are great. However over 20 leaders from various countries are still detained. 9 Tanzanias, 5 from Botswana 3 from Lesotho, 2 Malawians, 1 from eSwatini, 1 German, 2 from the UK and 2 South Africans. The Angolan authorities must immediately let them out . Such a shame that visitors can be treated like this in an African country when Angola chairs the African Union.",2025-03-13T18:36:00.000Z,https://x.com/edwinsifuna/status/1900254532359049691,,788,874,4586,554971,https://twitter.com/edwinsifuna,unlikely,"Safely back in Addis after being kicked out of Angola. I thank the Kenyan Mission in Luanda led by Amb. Joyce Mmaitsi. You guys are great. However over 20 leaders from various countries are still detained. 9 Tanzanias, 5 from Botswana 3 from Lesotho, 2 Malawians, 1 from eSwatini, 1 German, 2 from the UK and 2 South Africans. The Angolan authorities must immediately let them out . Such a shame that visitors can be treated like this in an African country when Angola chairs the African Union."
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"ANGOLA - Democracia ou uma Autocracia? 

 João Lourenço a presidir à UNIÃO AFRICANA e os seus maus conselheiros a destruírem a imagem de Angola no mundo!",2025-03-14T10:33:55.000Z,https://x.com/AdalbertoCostaJ/status/1900495600522567745,"https://pbs.twimg.com/media/Gl_qrGEaQAAVnBz?format=jpg&name=small, https://pbs.twimg.com/media/Gl_qq4HWMAApxFT?format=jpg&name=small, https://pbs.twimg.com/media/Gl_qq4PWoAA-kes?format=jpg&name=small",30,35,258,11051,https://twitter.com/AdalbertoCostaJ,unlikely,ANGOLA - Democracy or an Autocracy? João Lourenço presiding over the AFRICAN UNION and his bad advisors destroying Angola's image in the world!
RFI Português,RFI_Pt,False,https://pbs.twimg.com/profile_images/875654495333568516/pkQygrL2_bigger.jpg,Unita condena retenção de Venâncio Mondlane e outros responsáveis no aeroporto de Luanda  https:// rfi.my/BUk1.x,2025-03-14T12:54:11.000Z,https://x.com/RFI_Pt/status/1900530901295239619,https://pbs.twimg.com/media/GmAKyIQbIAAC-ZM?format=jpg&name=900x900,0,2,8,429,https://twitter.com/RFI_Pt,unlikely,Unita condemns the retention of Venâncio Mondlane and other officials at Luanda airport
BBC News Africa,BBCAfrica,True,https://pbs.twimg.com/profile_images/974268677808951296/liHjl2Rl_bigger.jpg,Angola is under fire after it denied entry to several senior African political figures set to attend a conference hosted by the country's main opposition party.  https:// bbc.in/41Pf6xe,2025-03-14T18:35:07.000Z,https://x.com/BBCAfrica/status/1900616698283044974,https://pbs.twimg.com/media/GmBY0MZW8AAqSdO?format=jpg&name=900x900,16,82,183,64180,https://twitter.com/BBCAfrica,unlikely,Angola is under fire after it denied entry to several senior African political figures set to attend a conference hosted by the country's main opposition party. https:// bbc.in/41Pf6xe
Leopoldo López,leopoldolopez,True,https://pbs.twimg.com/profile_images/1466845100047224841/0QJsiAs-_bigger.jpg,"AUTOCRACY EXPOSED IN ANGOLA  

I arrived in Angola as part of the Platform for African Democrats, alongside the World Liberty Congress delegation, to participate in a crucial summit on the Future of Democracy in Africa. João Lourenço’s regime responded with repression, harassment, and sabotage to stop our gathering.

  I personally witnessed 12 delegates being deported before even entering the country.
  Former presidents and dignitaries were detained for up to 9 hours without explanation.
  The regime deliberately obstructed our transportation, to prevent us from reaching Benguela.

These are the tactics of dictatorships that fear democracy. The Angolan regime has proven that it does not respect fundamental freedoms and rights.

But let this be clear: We will not be intimidated. The fight for democracy in Angola is the fight for democracy everywhere. No repression will stop our struggle for freedom.

 #Democracy   #Angola   #WorldLibertyCongress   #AfricaDemocrats   https:// t.co/5o0sLitY38",2025-03-14T22:45:48.000Z,https://x.com/leopoldolopez/status/1900679786202361992,"https://abs-0.twimg.com/emoji/v2/svg/1f6a8.svg, https://abs-0.twimg.com/emoji/v2/svg/1f534.svg",15,66,100,27040,https://twitter.com/leopoldolopez,unlikely,"AUTOCRACY EXPOSED IN ANGOLA I arrived in Angola as part of the Platform for African Democrats, alongside the World Liberty Congress delegation, to participate in a crucial summit on the Future of Democracy in Africa. João Lourenço’s regime responded with repression, harassment, and sabotage to stop our gathering. I personally witnessed 12 delegates being deported before even entering the country. Former presidents and dignitaries were detained for up to 9 hours without explanation. The regime deliberately obstructed our transportation, to prevent us from reaching Benguela. These are the tactics of dictatorships that fear democracy. The Angolan regime has proven that it does not respect fundamental freedoms and rights. But let this be clear: We will not be intimidated. The fight for democracy in Angola is the fight for democracy everywhere. No repression will stop our struggle for freedom. #Democracy #Angola #WorldLibertyCongress #AfricaDemocrats https://t.co/5o0sLitY38"
Leopoldo López,leopoldolopez,True,https://pbs.twimg.com/profile_images/1466845100047224841/0QJsiAs-_bigger.jpg,"AUTORITARISMO EN ANGOLA  

Llegué a Angola como parte de la Plataforma de Demócratas Africanos, junto con la delegación del World Liberty Congress, para participar en una cumbre clave sobre el Futuro de la Democracia en África. El régimen de João Lourenço respondió con represión, hostigamiento y sabotaje para impedir nuestro encuentro.

  Fui testigo directo de la deportación de 12 delegados antes de que pudieran entrar al país.
  Expresidentes y dignatarios fueron detenidos hasta 9 horas sin ninguna explicación.
  El régimen saboteó nuestra movilidad para impedirnos llegar a Benguela.

Estas son las tácticas de las dictaduras que temen la democracia. El régimen de Angola ha demostrado que no respeta las libertades y los derechos fundamentales.

No nos intimidarán. La lucha por la democracia en Angola es la lucha por la democracia en todas partes. Ninguna represión detendrá nuestra lucha por la libertad de todas las autocracias. 

 #Democracia   #Angola   #WorldLibertyCongress   #AfricaDemocrats",2025-03-14T22:46:47.000Z,https://x.com/leopoldolopez/status/1900680033359790241,"https://abs-0.twimg.com/emoji/v2/svg/1f6a8.svg, https://abs-0.twimg.com/emoji/v2/svg/1f534.svg, https://pbs.twimg.com/media/GmCRpQXagAA419u?format=jpg&name=900x900",30,91,128,19167,https://twitter.com/leopoldolopez,unlikely,"AUTHORITARIANISM IN ANGOLA I arrived in Angola as part of the Platform of African Democrats, along with the World Liberty Congress delegation, to participate in a key summit on the Future of Democracy in Africa. João Lourenço's regime responded with repression, harassment, and sabotage to prevent our meeting. I directly witnessed the deportation of 12 delegates before they could enter the country. Former presidents and dignitaries were detained for up to 9 hours without any explanation. The regime sabotaged our mobility to prevent us from reaching Benguela. These are the tactics of dictatorships that fear democracy. The Angolan regime has shown that it does not respect fundamental freedoms and rights. We will not be intimidated. The struggle for democracy in Angola is the struggle for democracy everywhere. No repression will stop our fight for freedom from all autocracies. #Democracy #Angola #WorldLibertyCongress #AfricaDemocrats"
WORLD LIBERTY CONGRESS,WLCongress,True,https://pbs.twimg.com/profile_images/1675901785196601347/NFEWuLDo_bigger.jpg,"BREAKING: Angola’s government detains & deports African leaders, blocking their participation in the PAD summit on democracy.

This blatant attack on democratic dialogue exposes the regime’s true colors. The fight for democracy in Africa is stronger than ever.

“There is no greater solidarity than the one that is built under pressure. The struggle for democracy in Angola is the struggle for democracy elsewhere in Africa and everywhere.”

Read our full statement:",2025-03-14T23:11:43.000Z,https://x.com/WLCongress/status/1900686309259165769,https://abs-0.twimg.com/emoji/v2/svg/1f6a8.svg,0,15,26,5462,https://twitter.com/WLCongress,unlikely,"BREAKING: Angola

s government detains & deports African leaders, blocking their participation in the PAD summit on democracy. This blatant attack on democratic dialogue exposes the regime

s true colors. The fight for democracy in Africa is stronger than ever. “There is no greater solidarity than the one that is built under pressure. The struggle for democracy in Angola is the struggle for democracy elsewhere in Africa and everywhere.” Read our full statement:"
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,Tragédia no nosso país: surto de cólera tira duas dezenas de vidas em apenas 24 horas. Até quando a inércia do governo diante das crises de saúde pública?  #Angola,2025-03-17T18:40:23.000Z,https://x.com/AdalbertoCostaJ/status/1901705187506389221,,5,10,50,1562,https://twitter.com/AdalbertoCostaJ,unlikely,Tragedy in our country: cholera outbreak takes two dozen lives in just 24 hours. Until when will the government's inertia continue in the face of public health crises? #Angola
Adalberto Costa Júnior,AdalbertoCostaJ,True,https://pbs.twimg.com/profile_images/1483785504940249092/QgNfLSgN_bigger.jpg,"MALTRATADO | O antigo Presidente do Botswana, Ian Seretse Khama, descreve como foi maltratado pelas autoridades angolanas no dia 13 de Março no Aeroporto Internacional 4 de Fevereiro em Luanda.",2025-03-17T19:28:37.000Z,https://x.com/AdalbertoCostaJ/status/1901717326182953200,,7,30,144,4710,https://twitter.com/AdalbertoCostaJ,unlikely,"MISTREATED | The former President of Botswana, Ian Seretse Khama, describes how he was mistreated by Angolan authorities on March 13 at 4 de Fevereiro International Airport in Luanda."
Andrés Pastrana A,AndresPastrana_,True,https://pbs.twimg.com/profile_images/791410402664058880/jabMknDN_bigger.jpg,"Angola   | Declaración sobre el boicot del gobierno angoleño al Foro sobre el Futuro de la
Democracia en África en la ciudad de Benguela, Angola.

Statement on the Angolan Government’s Boycott of the Forum on the Future of
Democracy in Africa in Benguela, Angola.",2025-03-18T15:05:00.000Z,https://x.com/AndresPastrana_/status/1902013374356914517,"https://abs-0.twimg.com/emoji/v2/svg/1f1e6-1f1f4.svg, https://pbs.twimg.com/media/GmVPE_2XIAA_v1x?format=jpg&name=small, https://pbs.twimg.com/media/GmVPE_7WkAATFTV?format=jpg&name=small",18,80,74,10334,https://twitter.com/AndresPastrana_,unlikely,"Angola | Statement on the Angolan Government’s Boycott of the Forum on the Future of Democracy in Africa in Benguela, Angola. Statement on the Angolan Government’s Boycott of the Forum on the Future of Democracy in Africa in Benguela, Angola."
